Date,Open,High,Low,Close,Adj Close,Volume
2021-04-28,1.256815,1.295055,1.167955,1.199439,1.199439,462937826
2021-04-29,1.199925,1.233539,1.158306,1.188832,1.188832,378870829
2021-04-30,1.188565,1.276184,1.169678,1.263170,1.263170,379129820
2021-05-01,1.262843,1.297956,1.234480,1.270628,1.270628,462928862
2021-05-02,1.270388,1.295778,1.228589,1.256546,1.256546,377287097
2021-05-03,1.255745,1.321098,1.253931,1.292276,1.292276,407067748
2021-05-04,1.292855,1.292855,1.150009,1.171853,1.171853,534774943
2021-05-05,1.169857,1.372024,1.162801,1.366226,1.366226,515136998
2021-05-06,1.362894,1.443899,1.329319,1.400549,1.400549,610445175
2021-05-07,1.403874,1.589385,1.353970,1.407964,1.407964,686911611
2021-05-08,1.406386,1.512690,1.382037,1.418798,1.418798,449065509
2021-05-09,1.418436,1.462822,1.340453,1.414283,1.414283,516511095
2021-05-10,1.411617,1.493425,1.265162,1.315342,1.315342,550366837
2021-05-11,1.312152,1.393801,1.262434,1.393801,1.393801,477473046
2021-05-12,1.395766,1.416032,1.178301,1.178301,1.178301,521257242
2021-05-13,1.185737,1.251959,1.120490,1.192187,1.192187,566015006
2021-05-14,1.191619,1.248656,1.185083,1.218950,1.218950,443952069
2021-05-15,1.219119,1.226239,1.135018,1.138461,1.138461,584558659
2021-05-16,1.138407,1.236368,1.086822,1.140828,1.140828,326374144
2021-05-17,1.140878,1.142845,1.025341,1.062899,1.062899,407141277
2021-05-18,1.063362,1.141873,1.056354,1.106753,1.106753,355358885
2021-05-19,1.108266,1.117504,0.569427,0.761587,0.761587,579473040
2021-05-20,0.754996,0.915377,0.679951,0.877552,0.877552,372185755
2021-05-21,0.877236,0.918853,0.664354,0.760354,0.760354,361403858
2021-05-22,0.760040,0.765892,0.663057,0.682625,0.682625,291103834
2021-05-23,0.683281,0.708187,0.455348,0.562630,0.562630,329872367
2021-05-24,0.559931,0.743258,0.552658,0.724860,0.724860,285868019
2021-05-25,0.726327,0.770119,0.665868,0.737628,0.737628,266387451
2021-05-26,0.737841,0.887354,0.735888,0.887354,0.887354,297763922
2021-05-27,0.888631,0.928798,0.797681,0.842559,0.842559,339188622
2021-05-28,0.844341,0.854432,0.710021,0.747823,0.747823,326315733
2021-05-29,0.748627,0.786762,0.650593,0.683588,0.683588,258117244
2021-05-30,0.683380,0.738400,0.646294,0.704886,0.704886,208866040
2021-05-31,0.704641,0.766654,0.674561,0.766654,0.766654,212025920
2021-06-01,0.766629,0.773859,0.726423,0.747465,0.747465,222070816
2021-06-02,0.747215,0.836191,0.735827,0.797843,0.797843,261311929
2021-06-03,0.798273,0.849219,0.790962,0.829830,0.829830,232103439
2021-06-04,0.830227,0.830391,0.730558,0.761746,0.761746,270359039
2021-06-05,0.762634,0.818084,0.725454,0.750958,0.750958,244298466
2021-06-06,0.751683,0.769600,0.744649,0.762233,0.762233,185499002
2021-06-07,0.762319,0.790626,0.698250,0.700338,0.700338,229751321
2021-06-08,0.701057,0.712441,0.616236,0.672407,0.672407,243396903
2021-06-09,0.670938,0.701350,0.639990,0.701350,0.701350,207647582
2021-06-10,0.702380,0.707076,0.649843,0.664923,0.664923,184662346
2021-06-11,0.665119,0.716212,0.642457,0.647644,0.647644,235080907
2021-06-12,0.648195,0.648268,0.598713,0.618314,0.618314,204259822
2021-06-13,0.619067,0.656194,0.602430,0.646283,0.646283,116819006
2021-06-14,0.646298,0.675442,0.637178,0.655455,0.655455,113372942
2021-06-15,0.706829,0.722919,0.666977,0.713444,0.713444,168083995
2021-06-16,0.690847,0.690847,0.653823,0.657921,0.657921,193760864
2021-06-17,0.657744,0.688385,0.647759,0.658640,0.658640,180989529
2021-06-18,0.659175,0.659175,0.598456,0.612029,0.612029,202069614
2021-06-19,0.612628,0.627328,0.596582,0.601875,0.601875,154684941
2021-06-20,0.600928,0.606105,0.568498,0.599055,0.599055,187929673
2021-06-21,0.598464,0.601033,0.502315,0.511772,0.511772,190896208
2021-06-22,0.511987,0.530909,0.434392,0.483397,0.483397,223727586
2021-06-23,0.483320,0.566046,0.470845,0.563994,0.563994,165022239
2021-06-24,0.550534,0.578457,0.529082,0.571276,0.571276,146904059
2021-06-25,0.571806,0.590239,0.514546,0.522420,0.522420,178364512
2021-06-26,0.521240,0.530174,0.490464,0.509488,0.509488,164285461
2021-06-27,0.509936,0.541196,0.503226,0.540312,0.540312,138423670
2021-06-28,0.540867,0.567750,0.532612,0.556589,0.556589,150231735
2021-06-29,0.557034,0.617619,0.556819,0.584957,0.584957,170041181
2021-06-30,0.586425,0.613600,0.565298,0.613600,0.613600,173739692
2021-07-01,0.613945,0.617119,0.564474,0.582178,0.582178,153912187
2021-07-02,0.581366,0.588448,0.551160,0.580294,0.580294,149972897
2021-07-03,0.580448,0.596985,0.568949,0.588640,0.588640,136702661
2021-07-04,0.588249,0.618921,0.571239,0.604461,0.604461,145371251
2021-07-05,0.605762,0.605762,0.562020,0.569243,0.569243,179114676
2021-07-06,0.569034,0.598847,0.568136,0.593109,0.593109,151034894
2021-07-07,0.592868,0.647038,0.587580,0.614678,0.614678,204114676
2021-07-08,0.615575,0.618063,0.563952,0.570215,0.570215,210362801
2021-07-09,0.569134,0.572345,0.540826,0.569188,0.569188,168179398
2021-07-10,0.569597,0.578516,0.550238,0.557351,0.557351,152148449
2021-07-11,0.557330,0.565899,0.549142,0.562241,0.562241,126999772
2021-07-12,0.562352,0.570729,0.543848,0.550142,0.550142,144747259
2021-07-13,0.549565,0.552057,0.531304,0.536459,0.536459,150351321
2021-07-14,0.536794,0.538401,0.505927,0.530672,0.530672,178732724
2021-07-15,0.530705,0.536753,0.503775,0.506588,0.506588,169509026
2021-07-16,0.507677,0.575726,0.498398,0.549773,0.549773,283183646
2021-07-17,0.549492,0.600616,0.531933,0.534357,0.534357,322081365
2021-07-18,0.534631,0.553454,0.518197,0.522821,0.522821,207564894
2021-07-19,0.522388,0.522781,0.489353,0.494191,0.494191,116908392
2021-07-20,0.496204,0.501675,0.458297,0.467130,0.467130,141477781
2021-07-21,0.466763,0.505593,0.458624,0.500772,0.500772,138528386
2021-07-22,0.502181,0.521790,0.496709,0.512516,0.512516,140522111
2021-07-23,0.512787,0.529691,0.504450,0.525009,0.525009,140477928
2021-07-24,0.524915,0.553355,0.521478,0.537764,0.537764,141023369
2021-07-25,0.537659,0.546472,0.526267,0.541335,0.541335,125459828
2021-07-26,0.541501,0.597991,0.540959,0.549755,0.549755,193085133
2021-07-27,0.549840,0.576858,0.539580,0.570925,0.570925,180405114
2021-07-28,0.572424,0.584054,0.553726,0.569564,0.569564,170451980
2021-07-29,0.570992,0.600920,0.559161,0.594311,0.594311,151286682
2021-07-30,0.594826,0.618266,0.577369,0.613559,0.613559,183591998
2021-07-31,0.614743,0.657844,0.609006,0.651608,0.651608,195109802
2021-08-01,0.651152,0.717064,0.651152,0.660009,0.660009,345857828
2021-08-02,0.660536,0.669824,0.642426,0.655706,0.655706,192180029
2021-08-03,0.655849,0.660002,0.626443,0.639753,0.639753,123500514
2021-08-04,0.640731,0.678374,0.631970,0.669122,0.669122,177596881
2021-08-05,0.668898,0.689545,0.649248,0.677189,0.677189,233460712
2021-08-06,0.677610,0.704714,0.662737,0.694759,0.694759,213060629
2021-08-07,0.694984,0.735231,0.688607,0.718839,0.718839,270874601
2021-08-08,0.718964,0.727734,0.666430,0.674850,0.674850,169526671
2021-08-09,0.674950,0.709019,0.650456,0.702236,0.702236,110194920
2021-08-10,0.701747,0.723178,0.689558,0.720925,0.720925,123535576
2021-08-11,0.721127,0.777406,0.717134,0.745377,0.745377,242918776
2021-08-12,0.745089,0.772822,0.694441,0.713737,0.713737,289173419
2021-08-13,0.714962,0.789802,0.710434,0.789102,0.789102,111358372
2021-08-14,0.788569,0.790407,0.745731,0.779362,0.779362,132303777
2021-08-15,0.779212,0.817591,0.753018,0.812044,0.812044,246579331
2021-08-16,0.811883,0.825393,0.777648,0.789068,0.789068,306598949
2021-08-17,0.784735,0.811934,0.738913,0.741069,0.741069,297429845
2021-08-18,0.740205,0.747542,0.704016,0.719193,0.719193,280829343
2021-08-19,0.717677,0.756280,0.701367,0.756280,0.756280,240400833
2021-08-20,0.756197,0.785313,0.745919,0.781874,0.781874,229406315
2021-08-21,0.782327,0.802202,0.767136,0.779939,0.779939,268275498
2021-08-22,0.780382,0.887587,0.778291,0.866451,0.866451,464015652
2021-08-23,0.869683,0.902029,0.846758,0.894900,0.894900,463706084
2021-08-24,0.895306,0.899089,0.807897,0.821356,0.821356,379958761
2021-08-25,0.821307,0.862501,0.796036,0.861358,0.861358,344486486
2021-08-26,0.861979,0.866338,0.788179,0.795210,0.795210,335704329
2021-08-27,0.795450,0.844774,0.766375,0.844611,0.844611,279724929
2021-08-28,0.845142,0.846417,0.809559,0.817600,0.817600,280534638
2021-08-29,0.818479,0.833634,0.800758,0.813747,0.813747,248105596
2021-08-30,0.814988,0.844362,0.786090,0.793678,0.793678,305252224
2021-08-31,0.794772,0.839845,0.783476,0.816101,0.816101,306532184
2021-09-01,0.815675,0.864226,0.800284,0.863492,0.863492,276909470
2021-09-02,0.863626,0.869551,0.842342,0.850450,0.850450,304535192
2021-09-03,0.849762,0.884419,0.833921,0.879413,0.879413,309385351
2021-09-04,0.878604,0.949804,0.877538,0.921946,0.921946,390701801
2021-09-05,0.921119,1.001555,0.909276,0.982214,0.982214,421833579
2021-09-06,0.982694,0.988709,0.925444,0.955045,0.955045,384419606
2021-09-07,0.955535,0.956602,0.722475,0.780598,0.780598,505402588
2021-09-08,0.779960,0.797253,0.708951,0.768574,0.768574,353878632
2021-09-09,0.763602,0.839036,0.725145,0.810287,0.810287,312452508
2021-09-10,0.810891,0.839218,0.748114,0.766046,0.766046,315944623
2021-09-11,0.766733,0.794084,0.762584,0.778326,0.778326,263009561
2021-09-12,0.778699,0.808682,0.767990,0.804486,0.804486,261822359
2021-09-13,0.804810,0.808592,0.719618,0.752936,0.752936,189604054
2021-09-14,0.754049,0.781834,0.748420,0.779744,0.779744,205424614
2021-09-15,0.779992,0.796599,0.774057,0.792219,0.792219,190326745
2021-09-16,0.791990,0.805033,0.761397,0.776026,0.776026,241788675
2021-09-17,0.776301,0.780316,0.742147,0.749559,0.749559,253954753
2021-09-18,0.750598,0.772360,0.742831,0.753488,0.753488,212285616
2021-09-19,0.753331,0.753785,0.730160,0.738799,0.738799,215016400
2021-09-20,0.738955,0.739796,0.647178,0.650867,0.650867,269788012
2021-09-21,0.653033,0.674508,0.608082,0.612431,0.612431,238695297
2021-09-22,0.612547,0.686187,0.603692,0.685274,0.685274,187887907
2021-09-23,0.684730,0.714304,0.676275,0.702132,0.702132,188042940
2021-09-24,0.702060,0.703803,0.626572,0.653883,0.653883,223227497
2021-09-25,0.654229,0.658791,0.633179,0.643755,0.643755,191238513
2021-09-26,0.644190,0.654437,0.605424,0.638346,0.638346,187665413
2021-09-27,0.639722,0.652699,0.612062,0.612713,0.612713,193500679
2021-09-28,0.612170,0.618731,0.582573,0.583700,0.583700,195709792
2021-09-29,0.583719,0.607558,0.581627,0.594471,0.594471,167312831
2021-09-30,0.594242,0.638478,0.592126,0.632066,0.632066,187882989
2021-10-01,0.632229,0.681411,0.622284,0.679826,0.679826,176986085
2021-10-02,0.679779,0.726776,0.670495,0.709204,0.709204,184426381
2021-10-03,0.709030,0.737121,0.697202,0.728945,0.728945,195962943
2021-10-04,0.728911,0.729220,0.691984,0.705105,0.705105,237222107
2021-10-05,0.705659,0.741657,0.702693,0.740803,0.740803,194169871
2021-10-06,0.741106,0.744000,0.697628,0.736513,0.736513,203832251
2021-10-07,0.736305,0.737245,0.716023,0.730488,0.730488,196789226
2021-10-08,0.731287,0.777328,0.731287,0.747423,0.747423,292635545
2021-10-09,0.747500,0.768614,0.735702,0.758646,0.758646,205231216
2021-10-10,0.760422,0.760422,0.719342,0.722817,0.722817,244592907
2021-10-11,0.722772,0.735727,0.695604,0.705383,0.705383,244455115
2021-10-12,0.705583,0.705610,0.670575,0.695795,0.695795,276277346
2021-10-13,0.695897,0.705744,0.686770,0.705585,0.705585,259419441
2021-10-14,0.705219,0.722619,0.697626,0.702637,0.702637,235853886
2021-10-15,0.703082,0.707209,0.679596,0.692020,0.692020,293246520
2021-10-16,0.692573,0.739940,0.691579,0.716247,0.716247,270745866
2021-10-17,0.716630,0.717720,0.678019,0.692095,0.692095,277509748
2021-10-18,0.692192,0.694887,0.675786,0.680012,0.680012,287633298
2021-10-19,0.680391,0.696933,0.675356,0.680621,0.680621,246958446
2021-10-20,0.680684,0.711351,0.673799,0.709584,0.709584,210897871
2021-10-21,0.709709,0.727963,0.691471,0.691543,0.691543,240370294
2021-10-22,0.692270,0.715024,0.691286,0.697553,0.697553,179604336
2021-10-23,0.697426,0.714812,0.692459,0.711860,0.711860,127884757
2021-10-24,0.711581,0.717240,0.680242,0.689382,0.689382,152490888
2021-10-25,0.689182,0.702993,0.685549,0.701724,0.701724,121327036
2021-10-26,0.701984,0.737556,0.700037,0.711072,0.711072,178397437
2021-10-27,0.712034,0.730765,0.639707,0.639707,0.639707,211160249
2021-10-28,0.640172,0.700730,0.634995,0.693679,0.693679,153384591
2021-10-29,0.694023,0.906206,0.692602,0.853367,0.853367,921349536
2021-10-30,0.851755,1.446842,0.787995,1.242993,1.242993,3324165181
2021-10-31,1.243711,1.436794,0.962747,0.990820,0.990820,1625942090
2021-11-01,0.995098,1.087473,0.963218,1.023379,1.023379,842393094
2021-11-02,1.021155,1.118989,1.010034,1.031878,1.031878,540694081
2021-11-03,1.032216,1.038103,0.947666,0.968743,0.968743,377443439
2021-11-04,0.968612,1.024020,0.933179,0.975429,0.975429,337289348
2021-11-05,0.976780,1.036390,0.953152,0.970767,0.970767,307458926
2021-11-06,0.970287,1.018048,0.956789,1.014542,1.014542,289985390
2021-11-07,1.011181,1.029937,0.983037,0.998702,0.998702,176330170
2021-11-08,0.999954,1.284604,0.966619,1.269590,1.269590,1110155762
2021-11-09,1.278406,1.388955,1.163942,1.167353,1.167353,1555806451
2021-11-10,1.169313,1.184452,1.021467,1.083310,1.083310,678737190
2021-11-11,1.083875,1.157438,1.058112,1.124342,1.124342,295242397
2021-11-12,1.119545,1.226066,1.103421,1.170765,1.170765,491943245
2021-11-13,1.170069,1.229977,1.138035,1.145007,1.145007,388094652
2021-11-14,1.144160,1.181472,1.118778,1.148731,1.148731,217657911
2021-11-15,1.149179,1.227495,1.133680,1.143631,1.143631,371083024
2021-11-16,1.146700,1.146700,0.971136,1.065669,1.065669,411148263
2021-11-17,1.065147,1.134868,1.049215,1.066238,1.066238,285870270
2021-11-18,1.067069,1.083371,0.959491,0.978571,0.978571,249040462
2021-11-19,0.977617,1.140241,0.965937,1.123397,1.123397,389999481
2021-11-20,1.127371,1.158401,1.063573,1.109171,1.109171,322966995
2021-11-21,1.110028,1.116282,1.060414,1.074493,1.074493,193069116
2021-11-22,1.074396,1.077188,1.013684,1.037173,1.037173,194075762
2021-11-23,1.039698,1.065266,1.003596,1.061297,1.061297,184133723
2021-11-24,1.066275,1.137877,1.025056,1.032873,1.032873,195818146
2021-11-25,1.128533,1.447750,1.118721,1.187549,1.187549,414508137
2021-11-26,1.419964,1.849496,1.324683,1.328860,1.328860,2924068105
2021-11-27,1.336427,1.820579,1.336427,1.766300,1.766300,2501931505
2021-11-28,1.769531,1.920940,1.519140,1.658365,1.658365,1884022523
2021-11-29,1.664429,1.714275,1.539160,1.619491,1.619491,981949625
2021-11-30,1.618137,1.619544,1.445172,1.459678,1.459678,526769250
2021-12-01,1.455940,1.641015,1.448729,1.489953,1.489953,810440003
2021-12-02,1.495057,1.515641,1.385096,1.426100,1.426100,550195035
2021-12-03,1.428288,1.430872,1.250982,1.283326,1.283326,392951541
2021-12-04,1.286967,1.286967,0.895783,1.125776,1.125776,654660943
2021-12-05,1.126010,1.224878,1.052490,1.168089,1.168089,756264331
2021-12-06,1.167243,1.377929,1.116089,1.368497,1.368497,1019140024
2021-12-07,1.365283,1.409990,1.301647,1.332735,1.332735,654704177
2021-12-08,1.327854,1.352013,1.222219,1.301106,1.301106,373550844
2021-12-09,1.301261,1.314262,1.140527,1.140527,1.140527,301104341
2021-12-10,1.141143,1.188269,1.067324,1.068655,1.068655,279218636
2021-12-11,1.069363,1.150789,1.034672,1.147076,1.147076,252315691
2021-12-12,1.147495,1.223462,1.099813,1.202671,1.202671,272166096
2021-12-13,1.202527,1.203028,1.019577,1.028001,1.028001,266847690
2021-12-14,1.030309,1.081344,1.003331,1.031226,1.031226,267509267
2021-12-15,1.067448,1.141602,0.990144,1.118950,1.118950,289525257
2021-12-16,1.119181,1.239306,1.116587,1.130736,1.130736,358918521
2021-12-17,1.132583,1.192071,1.065635,1.149442,1.149442,316582700
2021-12-18,1.152119,1.213425,1.108891,1.177470,1.177470,248508253
2021-12-19,1.177530,1.202464,1.120410,1.134094,1.134094,200117140
2021-12-20,1.135092,1.160757,1.048168,1.106973,1.106973,218466127
2021-12-21,1.107272,1.181794,1.089396,1.166475,1.166475,233284815
2021-12-22,1.169857,1.232421,1.151610,1.184876,1.184876,250699888
